midi_name,game_name,key_signature,harmonic_reduction
alanis_morissette-that_i_would_be_good.mid,sonic1,A major,"['-', 'iv43', 'iv43', 'iv7', 'iv43', 'iv43', 'iv7', 'iii65', 'V53', 'iii65', 'I', 'iv7', 'iii65', 'V53', 'vi42', 'vi53', 'IV', 'ii', 'iii42', 'iii65', 'vi', 'IV53', 'I', 'I', 'v', 'I', 'iv43', 'I', 'V', 'V53', 'I', 'I', 'V53', 'V53', 'vi', 'IV65', 'I', 'ii', 'V42', 'vi42', 'vi42', 'IV7', 'I', 'i', 'I', 'iv7', 'ii', 'v7', 'vi53', 'vi64', 'ii', 'ii7', 'I', 'vi', 'ii', 'v', 'vi42', 'vi', 'IV53', 'I', 'V53', 'iii6', 'iv43', 'iv7', 'V53', 'i43', 'I', 'iv43', 'iv7', 'V53', 'V53', 'V', 'I7', 'IV53', 'ii53', 'V53', 'I7', 'IV', 'ii53', 'ii', 'I', 'I53', 'iv7', 'ii53', 'v7', 'I53', 'IV53', 'ii53', 'iii', 'I', 'iv7', 'iv43', 'iv7', 'I7', 'iv7', 'I', 'I', 'I', 'I']"
alanis_morissette-the_couch.mid,sonic1,a minor,"['-', 'i', 'i53', 'i', 'i42', 'i7', 'i53', 'i', 'i42', '-VI65', 'vi7', 'ii', 'iv53', 'ii42', '#vi', '#iii', 'i', 'V53', 'i53', 'i7', 'i', 'i', 'i53', '-VI', 'iv', '#vi6', '#vi7', 'v', 'i53', 'i53', 'i53', 'i53', 'i7', '-VI', 'iv53', '#vi53', 'ii43', 'v', 'i', 'i7', 'i53', 'i', '-VI', '-VI53', 'iv7', '#vi', 'V53', 'i53', 'i53', 'i53', 'i53', 'i7', 'i53', '-VI', 'iv53', '#vi6', '#vi', 'v', 'i53', 'i', 'i53', 'i53', 'i53', 'i53', 'i7', 'i7', 'vii42', 'vii42', 'IV', 'IV', '#vi6', '#vi', 'v', 'i53', 'i', 'i7', 'i53', 'i53', '-VI7', '-VI', 'iv', '#vi53', 'I', '#iii65', 'i', 'i53', 'i7', 'i', 'i7', 'i53', '-VI', 'iv64', '#vi6', '#vi', 'v', 'i', 'i7', 'i53', 'i', 'iv', 'i', 'i7', 'i', 'i']"
alanis_morissette-unsent.mid,sonic1,G major,"['-', 'v42', 'iii', 'IV', 'I6', 'iv', 'iii', 'i43', 'I6', 'i42', 'I53', 'I6', 'ii7', 'iv', 'iii', 'V42', 'I6', 'V42', 'iii', 'iii', 'II7', 'v7', 'iii', 'v42', 'I53', 'v42', 'I53', 'iii', 'II', 'v7', 'I53', 'IV', 'iii', 'v42', 'I53', 'iii', 'II', 'V42', 'I6', 'V42', 'I', 'V42', 'I6', 'iii', 'II64', 'V', 'I6', 'V42', 'I53', 'V42', 'iii', 'iii', 'II53', 'v', 'iii', 'V42', 'I53', 'V53', 'iii', 'iii', 'ii', 'vi42', 'iii', 'V42', 'I53', 'V42', 'iii', 'iii64', 'II64', 'IV', 'I53', 'i43', 'vi65', 'V64', 'I53', 'iii', 'ii7', 'V', 'I53', 'V42', 'i', 'V42', 'I53', 'iii', 'II', 'V', 'I53', 'v', 'I53', 'V64', 'i', 'V64', 'i']"
alanis_morissette-utopia.mid,sonic1,F major,"['i7', 'ii42', 'vi', 'vi65', 'i7', 'I7', 'vii', 'v', 'vi53', 'vi53', 'V', 'V', 'vi53', 'vi53', 'V64', 'V64', 'vi53', 'vi53', 'V53', 'V', 'IV53', 'IV6', 'iii', 'IV', 'vi53', 'vi53', 'V53', 'V64', 'IV53', 'IV6', 'iii', 'IV53', 'vi53', 'vi53', 'V53', 'V', 'vi53', 'vi53', 'V53', 'V', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'vi53', 'vi53', 'V53', 'V', 'IV53', 'IV6', 'iii', 'IV53', 'vi53', 'vi53', 'V53', 'V', 'vi53', 'vi53', 'V53', 'V', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'vi53', 'vi53', 'V53', 'V', 'IV53', 'IV6', 'iii', 'IV53', 'vi53', 'vi53', 'V53', 'V', 'vi53', 'vi53', 'V53', 'V', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i', 'i', 'V53', 'V53', 'i']"
alanis_morissette-you_ought_to_know.mid,sonic1,f# minor,"['v42', 'i', 'v42', 'i', 'v42', 'i', 'iv42', 'i', 'i7', 'i7', '--vii', 'iv43', 'i', 'i', 'iv', 'iv', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'iii', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'iv', 'v', 'v', 'v', 'v65', 'v', 'i7', 'v', 'v', 'v65', 'vii', 'v65', 'v', 'v', 'i', 'v65', 'v', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'iv']"
Alanis_Morissette_Hand_in_My_Pocket.mid,sonic1,C major,"['-', '-', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v', 'iv', 'i', 'I53', 'i42', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v65', 'IV53', 'i', 'I53', '-VII', 'i', 'i', 'I53', 'I64', 'I64', 'I64', 'I64', 'I64', 'I64', 'I64', 'I64', '-vii', 'IV53', 'i', 'I64', '-VII', 'i', 'i', 'I53', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v65', 'IV', 'i', 'I53', '-VII', 'i', 'i', 'I53', 'v65', 'IV', 'i', 'I53', '-VII', 'i', 'i', 'i', 'i', 'I53', 'i', 'i', 'i', 'i', 'i', 'i', 'i']"
Alanis_Morissette_Ironic.mid,sonic1,B major,"['-', '-', '-', '-iv6', 'ii42', '-iv6', 'IV', 'v7', '-iv', 'v7', '-iv', 'v', '-iv', 'v7', '-iv', 'v', 'vi42', 'v7', '-iv', 'i', '-iv', 'v7', '-iv', 'IV', '-i', 'v7', '-iv', '-iv', '-iv', '-iv', '-iv', '-iv', '-iv', '-iv', '-iv', 'i', '-iv', 'i', '-iv', 'v7', '-iv', 'IV', '-i', '-iv42', '-i', '-iv53', 'ii65', 'IV', '-i', '-iv53', 'IV', 'i', '-iv', '-iv', '-iv', '-iv', '-iv', '-iv', '-iv', 'vi7', 'i', 'i', 'i', 'i', 'v7', '-iv', 'i', '-iv', 'v7', '-iv', 'IV', '-i', '-iv', '-iv', '-iv6', 'ii', '-iv6', '-iv', '-iv', '-iv64', '-iv64', '-iv', '-iv', '-iv6']"
Alanis_Morrisette_-_All_I_Really_Want.mid,sonic1,E- major,"['-', '-', 'v', 'v', 'v', 'i53', 'v', 'v', 'V53', 'v', 'V53', 'v', 'V53', 'v', 'V53', 'v', 'i', 'i53', 'V53', 'v', 'i', 'i53', 'v', 'v', 'v', 'i53', 'v', 'v', 'v', '#iii', 'V53', 'v', 'V53', 'v', 'V53', 'v', 'v', 'v', 'v', 'v', 'i', 'i53', 'v', 'v', 'i', 'i53', 'V53', 'v', 'v', 'i53', 'V53', 'v', 'V53', 'i6', 'v', 'v', 'iii65', 'i', '#vi', 'i', 'vi', 'i', '#vi', 'i', 'v', 'v', 'V', 'V', 'V53', 'v', 'v', 'v', 'V53', 'v', 'i', 'v', 'v', 'v', 'i', 'i53', 'v', 'v', 'i', 'i53', 'v', 'v', 'v', 'i53', 'V53', 'v', 'V53', 'i6', 'v', 'v', 'v', 'i53', 'v', 'v', 'v', 'i53', 'v', 'v', 'v', 'i53', 'i', 'i']"
Alanis_Morrisette_-_Are_You_Still_Mad.mid,sonic1,F# major,"['ii7', 'i', 'ii7', 'v53', '-i', 'v7', 'v43', 'v7', 'ii7', 'v65', 'v7', 'v', 'v', 'v', 'i', 'v', 'v', '-i43', 'v7', '-i', 'v', 'i', 'i', 'v', 'v', 'i', 'v', 'v', '-i', '-i', 'v', '-i', 'v7', 'v', '-i', 'ii7', 'ii7', 'iv', '-iv', 'i', 'i', '-i', 'v7', 'ii', '-I', 'v', 'v', '-i', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
Alanis_Morrisette_-_Baba.mid,sonic1,B major,"['-', 'iv', 'iv', 'iv', '-vi42', '-vi42', '-vi7', '-VI42', '-vi42', '-vi42', 'vi42', 'vi42', 'v', 'vi42', '-i', 'v', '-vi42', '-vi42', 'v', 'v', '-vi42', '-VI42', 'vi42', 'vi42', 'v', '-vi42', '-vi42', '-vi42', 'v7', 'iv', 'iv', 'iv', '-i', '-vi42', '-vi42', 'i', '-vi42', '-i', '-vi42', '-vi42', '-i', 'vi42', '-vi42', 'v', 'vi42', '-vi42', 'v', '-vi42', '-III', 'v', '-i', '-III', '-vi42', '-i', '-III', 'v', 'ii']"
Alanis_Morrisette_-_Head_Over_Feet.mid,sonic1,G major,"['iv43', '-VII53', 'iv43', '-VII53', 'iv43', '-vii', 'I53', '-VII53', 'I53', '-vii', 'I53', '-vii', 'iii53', 'ii', 'iii53', 'ii', 'iii53', 'ii', 'iv', 'i', 'I53', '-VII53', 'I', '-VII53', 'I53', '-vii', 'iii53', 'ii', 'iii53', 'ii', 'iii53', 'ii', 'iv', 'i', 'I53', '-VII53', 'I', '-vii7', 'I53', '-vii', 'iii43', 'ii', 'iii53', 'ii', 'iii53', 'ii', 'iv', 'i', 'I53', '-VII53', 'I53', '-vii7', 'I53', '-vii', 'I53', '-VII53', 'I53', '-vii7', 'I53', '-vii', 'I53', '-vii', 'iii53', 'ii', 'iii53', 'ii', 'iii53', 'ii', 'iv', 'i', 'iii53', 'ii', 'iii53', 'ii', 'iii53', 'ii', 'iv', 'i', 'iii53', 'ii', 'iii53', 'ii', 'iii53', 'ii', 'iv', 'i']"
Alanis_Morrisette_-_Heart_of_the_House.mid,sonic1,D major,"['-', '-', '-', '-', 'i', 'I53', 'iv', 'ii42', 'I53', 'vi', 'v64', 'v43', 'I53', 'I', 'ii42', '-VII', 'I', 'vi', 'i', 'i', 'I', 'I53', 'ii42', 'ii42', 'I', 'I', 'v53', 'v53', 'I53', 'I53', 'ii', 'ii', 'iv43', 'I', 'v53', 'v53', 'I53', 'vi', 'vi7', 'vi7', 'ii', 'ii', '-VI53', 'V53', 'I53', 'vi6', 'vi7', 'vi7', 'ii', 'ii', 'ii', 'v', 'I53', 'iv43', 'iv', 'I53', 'v53', 'I53', 'i', 'ii', 'I', 'v53', 'iii65', 'i7', '-ii', 'ii', 'ii', 'I', 'i7', 'IV65', 'ii', 'iii', '-VII53', 'v65', 'v', '-vii', '-vii7', 'vi42', '-vi', 'V6', 'I53', 'i', 'ii42', 'i', 'ii', 'I53', 'iv', 'iv', 'I53', 'ii', 'I', 'I7', 'IV65', 'ii53', 'ii64', 'iii65', 'i7', '-ii', 'ii53', '-vi42', '-vii', 'v65', 'ii', '-vii', '-VII7', 'v', 'iv', 'iv', 'V', 'I53', 'i', 'I', 'I', 'i', 'I53', 'ii42', 'iv43', 'iii65', 'iii6', 'I53', 'I53', 'I', 'I53', 'I64', 'I43', 'I53', 'iv', 'I53', 'iii65', 'iii65', 'I53', 'I', 'I', 'I53', 'iii65', 'I53', 'ii42', 'iv', 'I53', 'iii65', 'I53', 'I', 'I', 'I', 'v53', 'iii65', 'i', 'ii42', 'I53', 'iii6', 'iii', 'I7', 'I', 'I', 'i', 'i']"
Alanis_Morrisette_-_Joining_You.mid,sonic1,C major,"['-', 'v42', 'iv', 'v', 'i', '#v', 'i', '#v', '#v', 'V', 'i', '#v', 'i', 'i', 'i', '#v', '#v', 'V', 'iv', '#v', 'i53', '#v', 'i', '#v', 'v7', 'V', 'iii', 'I', 'iii53', 'I53', 'V53', 'II53', 'VI', 'vi', 'iii53', 'I53', 'iii53', 'I53', 'V53', 'II53', 'VI', 'vi', 'i', 'v', 'i', '#v', 'iv', '#v', '#v', 'V', 'iv', '#v', 'i', '#v', 'i', '#v', 'v7', 'V53', 'iii', 'I53', 'iii', 'I', 'V53', 'II53', 'vi', 'vi', 'iii', 'I53', 'iii53', 'I53', 'V', 'II', 'vi', 'vi', 'i', '#v', 'i', '#v', 'i', '#v', '#v', 'V', 'i', 'v', 'i', 'i', 'i', '#v', 'v', 'v', 'iii53', 'I53', 'iii', 'I53', 'V53', 'II', 'vi', 'vi', 'iii', 'I53', 'iii53', 'I53', 'V53', 'II53', 'vi', 'vi', 'i', '#v', 'i', '-iii', '-iii']"
Alanis_Morrisette_-_Mary_Jane.mid,sonic1,a minor,"['-', '-', 'v65', 'i', 'v42', 'i', 'v65', 'IV', 'v65', 'i', 'i7', 'IV43', '-VII', 'IV', 'i65', 'iv', 'v65', 'IV', '-VII', 'IV43', 'i', 'i53', 'i65', 'i', 'vii', 'IV64', 'v', 'v53', '#iii', '#iii', 'v', 'v', 'I53', '#iii65', 'v6', 'i', 'III', 'i7', 'III', 'i7', 'i65', 'i53', 'v', 'i53', 'i', 'iv', 'v42', 'iv', 'vii', 'i', 'v', 'v', 'I', 'I53', 'v53', 'v53', '#iii', '#iii64', 'III43', 'i53', 'i53', 'i53', 'vii', 'IV', 'v65', 'i53', '-VII', 'v53', 'I53', '#iii', 'v', 'v', '#iii7', '#iii43', 'i7', 'i53', 'vii', 'i', 'ii42', 'i53', 'i6', 'i53']"
Alanis_Morrisette_-_One_Hand_In_My_Pocket.mid,sonic1,C major,"['-', '-', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v', 'iv', 'i', 'I53', 'i42', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v65', 'IV53', 'i', 'I53', '-VII', 'i', 'i', 'I53', 'I64', 'I64', 'I64', 'I64', 'I64', 'I64', 'I64', 'I64', '-vii', 'IV53', 'i', 'I64', '-VII', 'i', 'i', 'I53', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'v65', 'IV', 'i', 'I53', '-VII', 'i', 'i', 'I53', 'v65', 'IV', 'i', 'I53', '-VII', 'i', 'i', 'i', 'i', 'I53', 'i', 'i', 'i', 'i', 'i', 'i', 'i']"
Alanis_Morrisette_-_Right_Through_You.mid,sonic1,A major,"['-', 'vi42', 'V', 'i', 'V', 'i', 'i', 'i', 'V', 'i', 'v', 'v', 'v', '-VII', '-VII', 'V53', 'ii42', 'v', 'V', 'V7', 'i43', 'i', 'v', 'V', 'v', 'i', 'v', 'v', 'vii', '-VII', 'V53', 'ii42', 'i', 'V', 'i', 'V', 'v', 'v', 'i', 'i', 'V', 'v', 'v', 'v', 'ii42', 'v', 'i', 'i']"
Alanis_Morrisette_-_Thank_You.mid,sonic1,D major,"['-', 'ii42', 'ii', 'ii42', 'ii', 'iv43', 'I', 'V', 'V42', 'iv43', 'I7', 'V', 'V42', 'iv43', 'I', 'V', 'iii', 'iv43', 'I', 'i43', 'iv', 'I', 'v', 'IV53', 'I53', 'i', 'IV53', 'I', 'I', 'IV', 'I', 'V', 'IV', 'I53', 'V53', 'IV53', 'I53', 'I', 'vi42', 'I', 'ii42', 'v', 'v42', 'i', 'i', 'iv', 'iv43', 'I', 'i43', 'V42', 'ii42', 'I', 'vi42', 'IV', 'I', 'V53', 'IV53', 'I', 'I', 'IV', 'I', 'I', 'V7', 'iv', 'ii42']"
Alanis_Morrisette_-_That_I_Would_Be_Good.mid,sonic1,A major,"['-', 'iv43', 'iv43', 'iv7', 'iv43', 'iv43', 'iv7', 'iii65', 'V53', 'iii65', 'I', 'iv7', 'iii65', 'V53', 'vi42', 'vi53', 'IV', 'ii', 'iii42', 'iii65', 'vi', 'IV53', 'I', 'I', 'v', 'I', 'iv43', 'I', 'V', 'V53', 'I', 'I', 'V53', 'V53', 'vi', 'IV65', 'I', 'ii', 'V42', 'vi42', 'vi42', 'IV7', 'I', 'i', 'I', 'iv7', 'ii', 'v7', 'vi53', 'vi64', 'ii', 'ii7', 'I', 'vi', 'ii', 'v', 'vi42', 'vi', 'IV53', 'I', 'V53', 'iii6', 'iv43', 'iv7', 'V53', 'i43', 'I', 'iv43', 'iv7', 'V53', 'V53', 'V', 'I7', 'IV53', 'ii53', 'V53', 'I7', 'IV', 'ii53', 'ii', 'I', 'I53', 'iv7', 'ii53', 'v7', 'I53', 'IV53', 'ii53', 'iii', 'I', 'iv7', 'iv43', 'iv7', 'I7', 'iv7', 'I', 'I', 'I', 'I']"
Alanis_Morrisette_-_The_Couch.mid,sonic1,a minor,"['-', 'i', 'i53', 'i', 'i42', 'i7', 'i53', 'i', 'i42', '-VI65', 'vi7', 'ii', 'iv53', 'ii42', '#vi', '#iii', 'i', 'V53', 'i53', 'i7', 'i', 'i', 'i53', '-VI', 'iv', '#vi6', '#vi7', 'v', 'i53', 'i53', 'i53', 'i53', 'i7', '-VI', 'iv53', '#vi53', 'ii43', 'v', 'i', 'i7', 'i53', 'i', '-VI', '-VI53', 'iv7', '#vi', 'V53', 'i53', 'i53', 'i53', 'i53', 'i7', 'i53', '-VI', 'iv53', '#vi6', '#vi', 'v', 'i53', 'i', 'i53', 'i53', 'i53', 'i53', 'i7', 'i7', 'vii42', 'vii42', 'IV', 'IV', '#vi6', '#vi', 'v', 'i53', 'i', 'i7', 'i53', 'i53', '-VI7', '-VI', 'iv', '#vi53', 'I', '#iii65', 'i', 'i53', 'i7', 'i', 'i7', 'i53', '-VI', 'iv64', '#vi6', '#vi', 'v', 'i', 'i7', 'i53', 'i', 'iv', 'i', 'i7', 'i', 'i']"
Alanis_Morrisette_-_Uninvited.mid,sonic1,D major,"['-', 'i', '-VI65', '-VI65', '-VI65', 'i', 'I53', 'I53', '-VI43', '-VI7', 'iv', 'I6', 'I53', '-VI65', 'I53', '-VI43', '-VI43', 'iv', 'iv6', 'I6', '-VI43', '-vii', '-VI', 'IV64', 'iv', 'I53', 'I53', 'i43', '-VI', 'I53', 'I53', 'i', '-VI42', 'i', 'I6', 'I53', '-VI42', 'iv53', 'i43', 'I6', '-VI42', 'I64', '-VI42', 'I53', '-VI42', 'iv53', 'i43', 'I6', '-VI42', '-vii', 'IV', 'IV53', 'i', 'I6', 'I6', 'I43', 'i', '-VI65', 'i', '-VI65', 'i', '-VI65', 'i7', '-VI65', 'i', 'I64', 'I', 'I53', 'iv6', 'iv', 'I6', 'i', 'I6', 'I', 'i', '-VI7', 'iv6', 'I6', 'I6', 'i42', '-vii', 'IV6', 'iv', 'i', 'I53', 'i42', '-VI65', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', '#iv', '-VI43', 'I6', '-VI65', 'iv', '-VI7', 'I6', '#iv42', 'i', 'I53', 'I53', 'I53', 'I53', 'I53', 'I6', 'I6', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53', 'I6', 'I53', 'I65', 'I53', 'I53', 'I6', 'I53', 'I53', 'I53', 'I53', 'I53', 'I6', 'I6', 'I6', 'I6', 'I6', 'I6', 'I53', 'I53', 'I53', 'I53', 'I53', 'i']"
Alanis_Morrisette_-_Unsent.mid,sonic1,G major,"['V64', 'ii7', 'i', 'ii7', 'vi65', 'V64', 'I', 'V53', '#iv43', 'V53', 'I53', 'iii', 'V43', 'iii65', 'i', 'v43', 'i', 'i', 'V53', 'i', 'vi43', 'II', 'V7', 'I', 'I', 'V53', '#iv43', 'iii42', 'v', 'II42', 'i', 'V', 'I', '#iv42', 'V', 'i', 'v7', 'I', 'vii', 'vi65', 'I', 'II', 'v', 'I64', 'II7', 'i', 'v43', 'v', 'I', 'iii', 'v', 'iii65', 'I', 'V53', 'I', 'iii42', 'V53', 'I', 'i', 'iii65', 'II7', 'iii', 'V', 'I', 'V', 'vii', 'V', 'I53', 'iii', 'iii7', 'V53', 'I64', 'v', 'i', 'V7', 'i43', 'iii42', '#iv42', 'v', 'I7', 'V53', 'V', 'V']"
Alanis_Morrisette_-_UR.mid,sonic1,G major,"['-', 'ii42', 'v42', 'iv', 'I64', 'ii', 'ii65', 'I', 'ii65', 'I', 'iv', 'IV53', 'iii42', 'v7', 'iv', 'vi42', 'V42', 'i7', 'IV', 'vi42', 'iv43', 'iv43', 'iv43', 'v42', 'i', 'IV', 'V42', 'vi42', 'V42', 'V42', 'IV', 'i43', 'i43', 'IV', 'I', 'I', 'iv', 'I', 'i', 'ii42', 'vi42', 'V42', 'I64', 'vi42', 'i7', 'I53', 'i7', 'IV', 'i7', 'iv', 'i']"
Alanis_Morrisette_-_You_Oughta_Know.mid,sonic1,f# minor,"['v42', 'i', 'v42', 'i', 'v42', 'i', 'iv42', 'i', 'i7', 'i7', '--vii', 'iv43', 'i', 'i', 'iv', 'iv', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'iii', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'iv', 'v', 'v', 'v', 'v65', 'v', 'i7', 'v', 'v', 'v65', 'vii', 'v65', 'v', 'v', 'i', 'v65', 'v', 'i53', 'i7', 'iv', 'i53', 'i53', 'i53', 'iv', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'i', 'vii', 'iii', 'iv', 'iv']"
Alanis_Morrisette_Are_You_Still_Mad.mid,sonic1,F# major,"['ii7', 'i', 'ii7', 'v53', '-i', 'v7', 'v43', 'v7', 'ii7', 'v65', 'v7', 'v', 'v', 'v', 'i', 'v', 'v', '-i43', 'v7', '-i', 'v', 'i', 'i', 'v', 'v', 'i', 'v', 'v', '-i', '-i', 'v', '-i', 'v7', 'v', '-i', 'ii7', 'ii7', 'iv', '-iv', 'i', 'i', '-i', 'v7', 'ii', '-I', 'v', 'v', '-i', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
Alanis_Morrisette_Baba.mid,sonic1,B major,"['-', 'iv', 'iv', 'iv', '-vi42', '-vi42', '-vi7', '-VI42', '-vi42', '-vi42', 'vi42', 'vi42', 'v', 'vi42', '-i', 'v', '-vi42', '-vi42', 'v', 'v', '-vi42', '-VI42', 'vi42', 'vi42', 'v', '-vi42', '-vi42', '-vi42', 'v7', 'iv', 'iv', 'iv', '-i', '-vi42', '-vi42', 'i', '-vi42', '-i', '-vi42', '-vi42', '-i', 'vi42', '-vi42', 'v', 'vi42', '-vi42', 'v', '-vi42', '-III', 'v', '-i', '-III', '-vi42', '-i', '-III', 'v', 'ii']"
Alanis_Morrisette_Joining_You.mid,sonic1,C major,"['-', 'v42', 'iv', 'v', 'i', '#v', 'i', '#v', '#v', 'V', 'i', '#v', 'i', 'i', 'i', '#v', '#v', 'V', 'iv', '#v', 'i53', '#v', 'i', '#v', 'v7', 'V', 'iii', 'I', 'iii53', 'I53', 'V53', 'II53', 'VI', 'vi', 'iii53', 'I53', 'iii53', 'I53', 'V53', 'II53', 'VI', 'vi', 'i', 'v', 'i', '#v', 'iv', '#v', '#v', 'V', 'iv', '#v', 'i', '#v', 'i', '#v', 'v7', 'V53', 'iii', 'I53', 'iii', 'I', 'V53', 'II53', 'vi', 'vi', 'iii', 'I53', 'iii53', 'I53', 'V', 'II', 'vi', 'vi', 'i', '#v', 'i', '#v', 'i', '#v', '#v', 'V', 'i', 'v', 'i', 'i', 'i', '#v', 'v', 'v', 'iii53', 'I53', 'iii', 'I53', 'V53', 'II', 'vi', 'vi', 'iii', 'I53', 'iii53', 'I53', 'V53', 'II53', 'vi', 'vi', 'i', '#v', 'i', '-iii', '-iii']"
Alanis_Morrisette_Mary_Jane.mid,sonic1,a minor,"['-', '-', 'v65', 'i', 'v42', 'i', 'v65', 'IV', 'v65', 'i', 'i7', 'IV43', '-VII', 'IV', 'i65', 'iv', 'v65', 'IV', '-VII', 'IV43', 'i', 'i53', 'i65', 'i', 'vii', 'IV64', 'v', 'v53', '#iii', '#iii', 'v', 'v', 'I53', '#iii65', 'v6', 'i', 'III', 'i7', 'III', 'i7', 'i65', 'i53', 'v', 'i53', 'i', 'iv', 'v42', 'iv', 'vii', 'i', 'v', 'v', 'I', 'I53', 'v53', 'v53', '#iii', '#iii64', 'III43', 'i53', 'i53', 'i53', 'vii', 'IV', 'v65', 'i53', '-VII', 'v53', 'I53', '#iii', 'v', 'v', '#iii7', '#iii43', 'i7', 'i53', 'vii', 'i', 'ii42', 'i53', 'i6', 'i53']"
Alanis_Morrisette_Right_Through_You.mid,sonic1,A major,"['-', 'vi42', 'V', 'i', 'V', 'i', 'i', 'i', 'V', 'i', 'v', 'v', 'v', '-VII', '-VII', 'V53', 'ii42', 'v', 'V', 'V7', 'i43', 'i', 'v', 'V', 'v', 'i', 'v', 'v', 'vii', '-VII', 'V53', 'ii42', 'i', 'V', 'i', 'V', 'v', 'v', 'i', 'i', 'V', 'v', 'v', 'v', 'ii42', 'v', 'i', 'i']"
Alanis_Morrisette_Thank_You.mid,sonic1,D major,"['-', 'ii42', 'ii', 'ii42', 'ii', 'iv43', 'I', 'V', 'V42', 'iv43', 'I7', 'V', 'V42', 'iv43', 'I', 'V', 'iii', 'iv43', 'I', 'i43', 'iv', 'I', 'v', 'IV53', 'I53', 'i', 'IV53', 'I', 'I', 'IV', 'I', 'V', 'IV', 'I53', 'V53', 'IV53', 'I53', 'I', 'vi42', 'I', 'ii42', 'v', 'v42', 'i', 'i', 'iv', 'iv43', 'I', 'i43', 'V42', 'ii42', 'I', 'vi42', 'IV', 'I', 'V53', 'IV53', 'I', 'I', 'IV', 'I', 'I', 'V7', 'iv', 'ii42']"
Alanis_Morrisette_That_I_Would_Be_Good.mid,sonic1,A major,"['-', 'iv43', 'iv43', 'iv7', 'iv43', 'iv43', 'iv7', 'iii65', 'V53', 'iii65', 'I', 'iv7', 'iii65', 'V53', 'vi42', 'vi53', 'IV', 'ii', 'iii42', 'iii65', 'vi', 'IV53', 'I', 'I', 'v', 'I', 'iv43', 'I', 'V', 'V53', 'I', 'I', 'V53', 'V53', 'vi', 'IV65', 'I', 'ii', 'V42', 'vi42', 'vi42', 'IV7', 'I', 'i', 'I', 'iv7', 'ii', 'v7', 'vi53', 'vi64', 'ii', 'ii7', 'I', 'vi', 'ii', 'v', 'vi42', 'vi', 'IV53', 'I', 'V53', 'iii6', 'iv43', 'iv7', 'V53', 'i43', 'I', 'iv43', 'iv7', 'V53', 'V53', 'V', 'I7', 'IV53', 'ii53', 'V53', 'I7', 'IV', 'ii53', 'ii', 'I', 'I53', 'iv7', 'ii53', 'v7', 'I53', 'IV53', 'ii53', 'iii', 'I', 'iv7', 'iv43', 'iv7', 'I7', 'iv7', 'I', 'I', 'I', 'I']"
