midi_name,game_name,key_signature,harmonic_reduction
1-2-3_ngoi_sao.mid,sonic1,G major,"['-VI53', 'iv7', '-III53', '-VI53', 'iv', 'i64', 'I53', 'V7', 'iii', 'vi64', 'ii53', 'i', 'ii7', 'i', 'vi64', 'V53', 'I53', 'I', 'V53', 'I53', 'iii65', 'i', 'v', 'I53', 'V6', 'v', 'iv', 'I53', 'ii43', 'IV', 'v', 'v6', 'I', 'iv64', 'vi53', 'ii42', 'iv43', 'I', 'vi', '#iv53', '#iv7', 'ii', 'iii', 'II', '#iv6', 'ii', '-vi', 'I65', 'I53', 'vi7', 'I53', 'IV53', 'i', 'vi', 'I53', 'vi7', 'ii7', 'i', 'I', 'V53', 'I53', 'iii', 'IV6', 'v', 'I64', 'V6', 'v6', 'I', '-VI65', 'ii43', 'ii', 'I64', 'v6', 'vi7', 'iv', 'vi53', 'ii42', 'iv7', 'I64', 'I64', 'V6', 'v6', 'vi7', 'iv6', 'vi7', 'ii42', 'I64', 'V6', 'v6', 'I53', 'iv64', 'ii43', 'v7', 'v7', 'I', 'iv43', 'i', '-III', 'i', 'i', 'i']"
1-21-Red-XIII-Theme-Xg.mid,sonic1,c# minor,"['-', 'III', 'III', 'III7', 'III7', 'III7', 'III7', 'III7', '-iii', 'III7', 'III7', 'i', 'VI7', '-VI65', 'VI42', 'i', 'VI7', 'i', '-i65', '-V42']"
1-21_Red_XIIIs_Theme_Awe.mid,sonic1,d minor,"['iii', 'iii', 'IV42', 'IV42', 'IV42', 'IV42', 'IV42', 'III7', 'IV42', 'IV42', 'iii', 'V7', 'V65', 'V53', 'iii', 'V7', 'iii', 'vii65', '#iii42']"
1-3.mid,sonic1,E- major,"['-', 'iii65', 'iii65', 'I', 'I', 'I64', 'I7', 'vi6', 'i', 'I', 'ii', 'iii42', 'vi42', 'iii', 'vi53', 'vi', 'vi42', 'vi43', 'iii43', 'i', '#v', 'iii43', 'vi42', 'I6', 'iii53', 'vi', 'i', 'I6', 'v', 'VI7', 'VI7', 'vi64', 'i6', 'I', 'ii', 'iii42', 'vi42', 'I6', 'vi53', 'vi', 'vi42', 'vi53', 'iii42', 'ii', 'ii', 'iii43', 'vi42', 'I6', 'I7', 'vi', 'i', 'I6', 'v', 'VI65', 'VI42', 'vi64', 'i6', 'iii65', 'ii43', 'iii42', 'vi64', 'iii', 'vi42', 'ii', 'vi64', 'vi53', 'iii53', 'vi', 'ii', 'iii42', 'vi42', 'I53', 'iii6', 'vi43', 'i', 'I6', 'ii', 'VI65', 'VI42', 'ii', 'i6', 'iii7', 'vi43', 'i64', 'I53', 'I7', 'vi53', '#iii42', 'I6', 'v', 'VI7', 'VI42', 'vi', 'i6', 'iii7', 'vi43', 'i64', 'I53', 'iii53', 'vi', '#iii7', 'I6', 'ii', 'VI65', 'VI42', 'ii', 'i6', 'I53']"
1-4.mid,sonic1,a minor,"['I53', 'IV64', 'I53', 'IV64', 'I53', 'IV53', 'I', 'IV53', 'I53', 'IV53', 'I', 'IV53', 'vi64', 'IV64', 'V', 'V7', 'I53', 'IV53', 'I53', 'IV53', 'I53', 'IV53', 'I', 'IV53', 'vi64', 'IV64', 'V53', 'V7', 'v', 'III53', 'V', 'III53', 'i', 'III53', 'V42', 'I42', 'I53', 'IV53', 'I', 'IV53', 'I53', 'IV53', 'I', 'IV53', 'vi64', 'IV64', 'V53', 'V7', 'v', 'III53', 'V', 'III53', 'i', 'III53', 'V42', 'I42', 'I53', 'IV53', 'I53', 'IV53', 'I53', 'IV53', 'I', 'IV53']"
1-5.mid,sonic1,G major,"['-', '-', '#iv', 'I43', 'I65', 'I43', 'V42', 'I43', 'iii', 'iii6', 'V42', 'I53', 'IV64', 'I53', 'v7', 'I53', 'IV53', 'I53', 'v', 'I6', 'IV53', 'I53', 'v', 'I64', 'IV53', 'I64', 'ii65', 'I53', 'i', 'V64', 'v', 'I64', 'I53', 'IV64', 'V53', 'I53', 'I64', 'IV64', 'V53', 'i', 'I64', 'i', 'i', 'I6', 'IV53', 'I53', 'v', 'I6', 'IV53', 'I53', 'v', 'I64', 'IV53', 'I64', 'ii65', 'I53', 'i', 'V64', 'v', 'I64', 'I53', 'IV64', 'V53', 'I53', 'I64', 'IV64', 'V53', 'IV53', 'IV53', 'I53', 'V53', 'ii7', 'IV53', 'I53', 'V53', 'V53', 'V53', 'I53', 'I53', 'IV53', 'V53', 'I53', 'I53', 'IV7', 'V53', 'I53', 'i', 'I64', 'I53', 'IV64', 'V53', 'I53', 'I64', 'IV64', 'V53', 'I64', 'I53', 'IV64', 'V53', 'I53', 'I64', 'IV64', 'V53', 'I53', 'I53', 'IV64', 'V64', 'I53', 'I64', 'IV53', 'V64', 'I53', 'iii', 'IV64', 'V64', 'I53', 'I64', 'IV53', 'V64', 'I53', 'I53', 'IV64', 'V64', 'I53', 'I64', 'IV53', 'V6', 'I53', 'I53', 'IV64', 'V64', 'I53', 'I64', 'IV53', 'V6', 'I64']"
1-6.mid,sonic1,E- major,"['III65', 'i64', 'III', 'v65', 'i', 'i', 'ii42', 'v65', 'i', 'i', 'ii42', 'ii42', 'i', 'i', 'ii42', 'ii42', 'i', 'i6', 'v65', 'v65', 'i', 'i64', 'v65', '-VII53', 'i53', 'i', 'v65', '-VII53', 'i64', 'i64', '-VII53', '-VII53', 'i53', 'i64', 'i', 'i', 'v65', '-VII53', 'i64', 'III', '-VII53', '-VII53', 'i53', 'i', 'i', '-VII53', 'i53', 'i53', 'iii65', 'ii42', 'i', 'i', 'v65', 'v42', 'v65', 'vii', 'i64', 'III', '-VII53', '-VII53', 'i', 'i', 'v65', 'vii', 'i64', 'III', '-VII53', 'v65', 'i', 'i6', 'v65', 'v65', 'i', 'i64', 'v65', '-VII53', 'i', 'i', 'v65', 'v7', 'i', 'i64', 'v65', '-VII53', 'i53', 'i', 'v65', '-VII53', 'i64', 'i64', '-VII53', '-VII53', 'i53', 'i64', 'i', 'i', 'v65', '-VII53', 'i64', 'III', '-VII53', '-VII53', 'i53', 'i', 'i', '-VII53', 'i53', 'i53', 'iii65', 'ii42', 'i', 'i', 'v65', 'v42', 'v65', 'vii', 'i64', 'III', '-VII53', '-VII53', 'i', 'i', 'v65', 'vii', 'i64', 'III', '-VII53', 'v65', 'i53', 'i', 'v65', '-VII53', 'i', 'i', 'ii42', 'vii']"
1-7.mid,sonic1,F major,"['i', 'v', 'iii65', 'iii', 'V', 'i', 'i', 'i', '#v', 'v', 'v', 'iii64', 'iii', 'i', 'i', 'v', 'III', 'v']"
1-8.mid,sonic1,D major,"['-', 'v53', '-VII53', 'v53', '-VII53', 'v53', '-VII53', 'ii53', 'IV53', 'v53', '-VII53', 'ii53', 'IV53', 'v', 'i53', 'IV53', '-III53', '-VII53', 'v53', 'ii53', 'IV53', '-VII53', 'v53', 'ii53', '-III53', 'v53', '-VII', 'ii43', 'IV53', '-VII6', '-VII53', 'V42', 'I53', 'vi53', 'iii53', 'V53', 'I64', 'vi53', 'iii53', 'V53', 'I53', 'vi53', 'iii53', 'V53', 'I53', 'vi53', 'iii53', 'V53', 'I53', 'vi7', 'iii53', 'V53', 'I53', 'vi7', 'iii53', 'V53', 'I53']"
1-letthegoodtimesroll.mid,sonic1,B major,"['-', '-', '-i', '-i', '-i', '-i', 'v65', 'v65', '-i', '-i', 'i', 'v7', '-i', 'vi7', '-i', 'v', '-i', '-i', '-iv', 'v', '-i', '-i', 'ii7', '-iv', '-i', 'i', '-i', 'v', '-i', '-i', 'v65', 'i43', '-i', '-i', 'vi7', '-iv', '-i', 'i', '-i', '-i', '-i', '-i', '-iv', 'v65', '-i', '-i', 'vi7', 'v7', '-i', 'vi7', '-i', 'v', '-i', '-i', '-iv', 'v', '-i', '-i', 'i', '-iv', '-i', 'i', '-i', '-i', '-i', '-i', '-iv', 'i43', '-i', '-i', 'ii43', '-iv', '-i', 'i', '-i', 'v7', '-i', '-i', '-iv', 'v', '-i', '-i', 'ii7', '-iv', '-i', 'i', 'v', 'v43', 'v43', 'ii65', 'v', 'v43', 'v7', 'v', 'v', '-iv', 'i', '-i', 'v', 'i', '-iv', '-i', 'ii', '-i', '-i', '-i', '-i', '-iv', 'v65', '-i', '-i', 'i', 'v7', '-i', 'vi7', '-i', '-i', '-i', '-i', '-iv', 'v65', '-i', '-i', 'i', 'v7', '-i', 'vi7', '-i', 'v', '-i', '-i', 'v65', 'v', '-i', '-i', 'i', '-vii', '-i', 'i', '-i', 'v', '-i', '-i', '-iv', 'v', '-i', '-i', 'i', '-iv', '-i', 'i', '-i', '-i', '-i', '-i', 'ii42', 'v65', '-i', '-i', 'i', '-vii', 'ii', 'v65', 'v', 'ii', 'ii42', 'ii42', 'ii42']"
1.MID,sonic1,c# minor,"['i', 'i', 'i', 'i7', 'III7', 'v43', 'i7', 'v42', '-VII', 'v', 'v', 'i7', 'v', 'i7', 'v', 'v', 'v', 'v', 'i', 'iv43', 'i', 'iv43', 'i7', 'i53', '-VI65', 'i', '-VI65', 'v', 'v', 'v', 'i7', 'v', 'v', 'iv43', 'iv43', 'i53', 'iv43', 'i7', 'i7', '-VI65', '-VI65', 'i', 'i7', 'v', 'v', 'v', 'v', 'i53', 'iv43', 'i', 'i', 'v', 'i7', 'iv', '-VI65', '-VI65', 'i7', 'v', 'i7', 'i7', 'v', 'i7', 'v', 'v', 'v', 'v']"
"10,000Promises.mid",sonic1,f minor,"['-', 'v', '#v53', 'VII64', '#VII64', '#ii42', 'VI', 'VI', 'IV', 'VI', 'VI', 'VI42', '#ii7', 'VI', 'VI42', 'VI', 'VI', 'vii7', 'v', 'VI42', 'IV', '#v53', '#v53', '#v53', 'v64', 'v64', 'v64', '#v', '#v65', '#ii42', '#i7', 'v53', 'v53', 'VII', '#i', 'iv', 'v53', 'v53', 'vii', '#v', '#ii65', 'v64', 'iv43', 'IV7', 'IV53', 'IV53', 'IV', 'vii', 'vii', 'IV', 'IV53', 'IV53', 'IV53', 'vii', 'vii', 'vii', 'IV53', 'IV53', 'IV53', 'vii', 'vii', 'vii', 'IV53', 'IV6', 'IV6', 'iv', 'vii', 'v42', 'vii65', 'IV6', 'iv', 'vii', 'vii53', 'i', 'IV6', 'IV6', 'vii', 'vii', '#ii65', 'iv', 'v', 'v43', '#iii65', 'V53', 'V', 'i', 'IV6', 'V', 'V53', 'V53', 'i', 'i', 'IV6', 'V6', 'v', 'i', 'IV', 'v', 'V6', 'V6', 'v', 'iv', 'V6', 'V6', 'i', 'iv', 'ii6', 'V6', 'V6', 'v', 'i', 'vii', 'vii', 'v', 'II', 'v6', 'IV64', 'IV64', 'V64', 'V6', 'V53', 'V53', 'V53']"
"10,000Years.mid",sonic1,e minor,"['i', 'i', 'i', 'i', 'i', 'i7', 'iv', 'i7', 'i7', 'i7', 'i7', 'i7', 'i7', 'i7', 'i7', 'i7', 'i7', 'i', 'iv', 'i', 'iv', 'i', 'iv', 'ii42', 'iii', 'ii42', '#vi', 'i', '#vi', 'ii42', 'i7', 'i42', 'i7', 'i', 'iii', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'i', 'ii42', 'i', '#vi', 'i', 'i7', 'i42', 'i7', 'i', 'i42', 'i', 'i42', 'iv', 'i', 'iv43', 'i', 'iii', 'i7', 'i65', 'i7', 'i65', 'i7', 'i65', 'i7', 'iv43', 'III53', '-II', 'iv', 'iv43', 'III53', '-II', 'i7', 'i7', 'III53', '-II', 'i', '-', '-', '-', '-', 'vii', 'i42', 'vii', 'i', 'v65', 'i42', 'III', 'i', 'iii', 'i', 'i7', 'i7', 'i7', 'i7', 'i7', 'i', 'iv43', 'III53', '-II', 'iv', 'iv43', 'III53', '-II', 'i7', 'i7', 'III53', 'vii43', 'i', 'i', 'i', 'i', 'i']"
10-7kb.mid,sonic1,B- major,"['v', 'I53', 'V53', 'V53', 'I53', 'I53', 'vii42', 'I', 'I53', 'I64', 'V53', 'V53', 'i', 'I53', 'vii7', 'I64', 'i']"
10-STRAN.MID,sonic1,A- major,"['-', '-', '-', 'iii64', 'iii64', 'II53', 'iii65', 'iii64', 'iii64', 'iii64', 'iii64', 'iii', 'vii7', '#iii42', '#iii42', 'ii', 'ii', 'ii', 'ii', '#iii7', '#iii7', 'iii', 'iii', '#vi7', 'ii', 'VI7', '#i', 'ii', '#iii53', 'vi', '#vii65', 'iii7', 'iii6', 'iii6', 'iii64', '#iii42', '#iii65', 'iii', 'vii65', 'iii64', 'iii64', 'iii64', 'iii64', 'iii', 'vii7', '#iii42', '#iii42', 'ii', 'ii', 'ii', 'ii', '#iii7', '#iii7', 'iii64', 'iii64', '#vi7', 'ii', '#i53', '#I', 'ii', '#iii53', 'vi', '#i', '#iv', 'II6', '#iv', '#iv', '#i65', 'VI43', 'ii', 'VI7', 'ii', '#iv', '#iv', 'vii43', 'vii65']"
10.mid,sonic1,C major,"['i7', 'i7', 'I', 'I', 'vi65', 'i', 'i', 'i', 'i', 'i7', 'IV', 'IV', 'i', 'ii42', 'i', 'I53', 'i7', 'i7', 'i7', 'vi65', 'I', 'I', 'vi65', 'I53', 'i', 'i', 'i', 'i7', 'IV', 'IV', 'i', 'ii42', 'i', 'I53', 'i', 'i', 'vi65', 'vi65', 'I', '#i', 'i', 'i', '#i', 'I', 'I', 'iv', 'i7', 'i', 'iv', 'i', 'i', 'i', 'i', 'i', 'i7', 'i7', 'I53', 'iii53', '#i43', '#i43', 'I53', 'I53', 'i', 'iv', 'i42', 'i', 'v42', 'iv', '#i53', '#i', 'i', 'i', 'I53', 'I53', 'i43', 'i7', 'i7', 'i', 'V64', 'i7', 'ii42', 'V', 'IV', 'IV', 'ii42', 'ii42', 'ii', 'i7', 'I53', 'i', 'i7', 'i7', 'I53', 'I53', '#i43', 'i7', 'I53', 'I53', 'i', 'iv', 'i7', 'i', 'iv', '-III', '#i', 'i', 'i', 'i', 'iii53', 'iii53', 'I53', 'vi7', '#i65', '#i65', 'I64', 'I64', 'v', 'iv', '-vii', 'i', 'i', 'i', 'iii65', 'IV', 'iii', 'III53', 'III53', 'iii', 'iii', 'iii', 'iii', 'iii', 'i', 'i', '#iv', '#iv', '#v42', 'i']"
100%-Pure-Love.mid,sonic1,g minor,"['-', '-', 'i', 'i', 'i', 'III42', 'i', 'i', 'i', '#vi65', 'III42', 'III42', 'III42', 'i', 'III42', 'i', 'i', 'III42', 'i', 'III42', 'III42', 'v43', 'i', 'i', 'i', '#vi65', 'i', 'i', 'III42', 'ii7', 'i', 'i', 'III42', 'i', 'III42', 'v', 'v', 'v', 'i', 'III65', 'III', '#vi42', 'i', 'III65', 'III65', 'v43', 'i', 'i', 'i', 'i', 'i', 'i', 'III42', 'ii7', 'i', 'i', 'III42', 'i', 'i', 'i', 'III42', 'ii7', 'i', 'i', 'III42', 'i', 'i', 'III42', 'III42', 'III42', 'III42', 'i', 'i', 'i', 'III42', 'i', 'i', 'i', 'III42', 'ii7', 'i', 'i', 'III42', 'i', 'i', 'i', 'III42', 'ii7', 'i', 'i', 'III42', 'i', 'i', 'i', 'III42', 'ii7', 'i53', 'i6']"
100-WAYS.MID,sonic1,C# major,"['-', '-', 'i', '-v7', 'iv', '-i', 'v65', 'i', '--iii', 'v7', '-iv', '-V7', 'v7', '-IV7', '-iv', '-IV', 'i', 'i43', '-iv', '-V7', 'v7', '-VI7', 'v7', '--vii', '--vii', '-iv', '-iv', '-V7', 'v7', 'iv', '-iv', '-IV', 'i', 'i43', '-iv', 'i43', '-iv', '-VI65', 'i43', '--vii', '--vii', '-iv', '-VI42', '--iii', 'iv7', '--iii', '--iii', 'i6', 'iv53', '-iv', 'v42', 'v7', '-VI', 'i43', '-IV65', '-iv', '-IV', 'i53', 'i42', 'i', '-VI42', 'v42', '-VI53', 'v', 'i42', '--vii', '-iv', '-iv', '-V7', 'v7', '-IV', '-iv', '-IV', '-i', 'v7', '-iv', '-V7', 'v7', '-VI7', 'i43', '--vii', '--vii', '-iv', '-iv', '-V7', 'v7', 'iv7', '-iv', '-IV', 'i', 'v7', '-iv', 'i43', '-iv', '-VI7', 'v65', 'iv7', '--vii', 'v65', '-VI42', '--iii', 'iv7', '--iii', '--iii', 'i6', 'iv53', '-iv', 'v42', 'v7', '-VI', 'i43', '-IV64', '-iv', '-IV', 'i53', 'i42', 'i', '-VI42', 'v42', '-VI6', 'v', 'i42', '--vii', '-iv', 'v', 'iv', '--vii', '-iv', 'v', '--vii', '-VI', 'i', 'i', 'i', 'i']"
100.MID,sonic1,d minor,"['i42', 'iv65', 'ii65', 'iv42', 'i', '-VII42', 'iv42', '-VII42', '-VII53', 'III42', 'III64', 'III', 'III', 'iv65', 'III64', 'III', 'III53', 'III53', 'III', 'III', 'III', 'i', 'iv42', 'II53', 'i53', 'i', 'i', 'v65', 'I65', 'ii42', '-VI42', 'V', 'III42', 'V', '-VI', 'i42', 'i', 'i', 'i', 'i64', 'i', 'i', 'i', 'ii42', 'ii42', 'i', 'i']"
1000-Giorni-Di-Te-E-Di-Me.mid,sonic1,G major,"['-', '-VII7', 'IV', 'v7', 'iii42', '-VII7', 'IV', '-VII53', 'iii42', 'ii', '-VII', 'vi6', '-VII7', '-III7', 'VI65', 'ii', '-VI', 'iv7', 'iv7', '-VI7', 'iv53', '-vii', '#i43', 'iv', 'iv', 'IV64', 'ii7', 'ii53', 'i7', 'IV43', 'IV64', '-VII7', 'vii7', 'vi6', '-VII', 'ii', 'i', '-vii', 'v', 'ii', 'i', '-vii', 'iii42', 'v42', '-VII', 'vi6', '-VII7', '-III7', '#i', 'ii', '-VI', 'iv', 'iv7', '-VI7', 'iv64', '-vii', '#i43', 'iv', 'i', 'IV64', 'ii64', 'ii53', '-VII', 'IV43', 'IV64', '-VII7', 'vii7', 'vi6', 'i', 'IV', 'ii42', 'ii', 'iv', 'IV42', 'IV64', '-VII', 'v7', 'V', 'vii7', 'iii', 'v', 'v', 'V43', 'iii42', 'iii42', 'v', 'vi65', 'I65', 'iii', 'v', 'vi42', 'iii', 'iii42', 'v', 'vi65', 'I65', 'iii', 'v', 'vi42', 'iii', 'iii42', 'v', 'vi65', 'I65', 'I7', 'v', 'vi42', 'iii', 'iii', 'v', 'vi65', 'iii53', 'iii', 'v', 'vi42', 'iii', 'iii', 'v', 'vi65', 'iii53', 'I7', 'v', 'vi42', 'V', 'vii']"
1000-Mal-Du-1.mid,sonic1,E major,"['-', 'iii65', 'I53', 'I53', '-i6', '-i6', 'IV53', '-i', 'vi64', 'vi64', 'I53', 'I53', '-i6', '-i6', 'IV53', '-i', 'vi53', 'vi53', 'I53', 'I53', '-i6', '-i6', 'IV43', '-i', 'I6', 'I6', 'IV53', 'IV53', 'IV53', 'IV53', '-i6', '-i', 'I53', 'I', '-i64', '-i6', 'IV53', '-i', 'vi53', 'vi53', 'I53', 'i', '-i64', '-i64', 'IV7', '-i', 'I6', 'I53', '-i6', '-i6', 'IV53', '-i', 'vi64', 'vi64', 'I53', 'I53', '-i6', '-i6', 'IV53', '-i', 'vi53', 'vi53', 'I53', 'I53', '-i6', '-i6', 'IV43', '-i', 'I6', 'I6', 'IV53', 'IV53', 'IV53', 'IV53', '-i6', '-i', 'I53', 'I', '-i64', '-i6', 'IV53', '-i', 'vi53', 'vi53', 'I53', 'I6', '-i64', '-i64', 'IV7', '-i', 'I64', 'I64', '-VII42', 'iv42', 'iv64', 'iv64', 'I53', '-i64', 'vi64', 'vi64', 'IV53', '-i', 'I6', 'I6', '-VI43', '-VI43', '-VI43', '-VI43', '-VI43', '-VII']"
1000-Mal-Du-2.mid,sonic1,G major,"['-', 'iii65', 'I53', 'I64', 'iii53', 'iii53', 'IV53', 'V53', 'vi53', 'vi53', 'I53', 'I53', 'iii53', 'iii53', 'IV53', 'V53', 'vi53', 'vi53', 'I53', 'I64', 'iii53', 'iii53', 'IV53', 'V53', 'I64', 'I64', 'IV64', 'IV53', 'IV64', 'IV53', 'iii53', 'V6', 'I53', 'I53', 'iii53', 'iii53', 'IV53', 'V53', 'vi53', 'vi53', 'I53', 'I53', 'iii53', 'iii53', 'IV53', 'V53', 'I64', 'I64', 'iii53', 'iii53', 'IV53', 'V53', 'vi53', 'vi64', 'I53', 'I53', 'iii53', 'iii53', 'IV53', 'V53', 'vi53', 'vi53', 'I53', 'I53', 'iii53', 'iii53', 'IV53', 'V53', 'I64', 'I64', 'IV6', 'IV53', 'IV64', 'IV53', 'iii53', 'V6', 'I53', 'I53', 'iii53', 'iii53', 'IV53', 'V53', 'vi53', 'vi53', 'I53', 'I53', 'iii7', 'iii53', 'IV53', 'V53', 'I64', 'I64', '-VI53', '-VI53', 'iv', 'iv', 'I64', 'V64', 'vi53', 'vi53', 'IV53', 'V53', 'I64', 'I64', '-VI53', '-VI53']"
1000-Mal-Du-3.mid,sonic1,F major,"['-', 'IV7', 'IV7', 'i43', 'vi65', 'vi65', 'i', 'i', 'IV64', 'vi', 'vii', 'ii', 'vi42', 'vi53', 'vi', 'vi', 'vi', 'vi65', 'IV64', 'i', 'vi6', 'vii65', 'IV53', 'I', 'vi53', 'vi43', 'ii', 'ii43', 'ii', 'vi43', 'ii42', 'v', 'I', 'ii', 'vi53', 'iii42', 'vi65', 'i', 'vi42', 'vi', 'vii65', 'vi', 'v', 'I64', 'v', 'I', 'ii', 'vi64']"
1000-Und-Ein-Nacht.mid,sonic1,g minor,"['-', 'i', 'i', 'i', 'i', 'vi7', 'i', 'i', 'i', '-VI7', 'i', '-VII53', 'III53', 'III53', 'iii', '-VII', 'III53', 'iv65', 'i', 'IV53', '-VI53', 'III', 'iii', 'i', 'iv', 'vii', 'III64', 'i', 'i53', 'iv', '-VI65', 'ii42', 'i53', 'iv', '-VI65', 'iv', 'i6', 'iv', 'i42', 'III', 'iii', 'iv', 'iv65', 'i', 'iv43', 'IV43', '-VI64', 'III', 'III53', 'i', 'iv53', 'vii', '-VI6', 'i7', 'iv6', 'i6', '-VI6', 'III53', 'iv', 'i6', '-VI6', '-VI64', 'iv42', 'vii43', 'i', 'III53', 'iv53', 'i53', 'i', 'III53', 'iv53', 'i42', 'iii', 'III', 'i42', 'iii', 'iii', 'III', 'iv65', 'i', 'IV53', '-VI53', 'III', 'iii', 'i', 'iv', 'vii', 'III64', 'i', 'i7', 'III', 'III53', 'i', 'iv53', 'vii', 'i', 'i53', 'III', 'iii', 'i', 'iv', 'vii', 'v6']"
1000.mid,sonic1,E- major,"['-', 'i53', 'v53', 'i64', 'III65', 'i', '-VII6', 'i', 'III65', 'i6', 'III64', 'i64', 'III53', 'v7', 'i7', '-VII', 'v', 'i53', 'v', 'i53', 'III53', '#vi43', '#vi42', '#vi', '#vi65', 'v', '#vi65', 'v42', 'i6', 'v', '#vii', 'i65', 'iii6', 'i65', 'vii', 'i7', 'v', 'v', 'i43', 'vii', 'i7', 'v', 'i65', 'i43', 'i65', 'i7', 'v65', 'i', 'v42', 'i6', 'vii', 'iv', 'i', 'iii', 'i43', 'iii', 'i', 'v6', 'II', 'v', 'v43', 'vii', 'i', 'v42', 'i6', 'v', 'iv', 'i', 'i6', 'i', 'i65', '-VII', 'i53', 'v53', 'i', 'i64']"
10000angels.mid,sonic1,B- major,"['-', 'vi42', 'v', 'v', 'v', 'v', 'i', 'I', 'i', 'vi7', 'vi7', 'I', 'vi7', 'I', 'I64', 'I', 'iv7', 'V53', 'ii7', 'I', 'V53', 'i', 'IV53', 'ii53', 'i', 'I53', 'IV53', 'ii53', 'iii', 'V', 'IV53', 'ii53', 'i', 'IV53', 'ii', 'iv43', 'V53', 'i', 'i', 'i', 'I', 'I', 'vi7', 'vi7', 'iii65', 'vi7', 'vi7', 'v', 'iv42', 'iv7', 'V53', 'ii42', 'iv7', 'V53', 'I53', 'IV53', 'ii53', 'i', 'I53', 'IV53', 'ii53', 'iii', 'V', 'IV53', 'ii53', 'i', 'IV53', 'ii', 'iv43', 'V53', 'i', 'ii7', 'I6', 'iv', 'V', 'vi7', 'vi7', 'vi7', 'vi7', 'i', 'i', 'I', 'vi7', 'vi7', 'i', 'i', 'vi7', 'i', 'vi7', 'vi7', 'vi7', 'I', 'i']"
10000Days(WingsPt2).mid,sonic1,a minor,"['i', 'ii42', 'i', 'ii42', '-VII', 'i7', 'i', 'ii42', 'i', 'ii42', '-VII', 'i7', 'i', 'ii42', 'i', 'ii42', '-VII', 'i7', 'i', 'ii42', 'i', 'ii42', '-VII', 'i7', 'iv43', 'i', 'i', 'i', 'i7', 'i7', 'iv43', 'i', 'i', 'i', 'vii', 'i7', 'i7', 'i', 'i', 'i', 'vii', 'i7', 'i7', 'i', 'i', 'i', 'i7', 'i7', 'i', 'ii42', 'i', 'ii42', '-VII', 'i7', 'i', 'ii42', 'i', 'ii42', 'i7', 'i7', 'i', 'ii42', 'i', 'ii42', 'i7', 'i7', 'i', 'ii42', 'i', 'ii42', 'i7', 'i7', 'i', 'ii42', 'i', '-VII', 'i7', 'i7', 'i', 'ii42', 'i', '-VII', 'i7', 'i7', 'i', 'ii42', 'i', '-VII', 'iv', 'i7', 'i', 'ii42', 'i', 'ii42', 'i7', 'i42', 'i', 'i53', 'i64', 'i64', 'i7', 'i7', 'i53', 'i', 'i53', 'i', 'i7', 'i7', 'i53', 'i', 'iv43', 'iv', 'i7', 'i', 'i53', 'i', 'iv43', 'ii42', 'i', 'i42', 'i53', 'i', 'iv43', 'iv', 'i53', 'i53', 'iv64', 'iv', 'i', 'i', 'i53', 'iv', 'i53', 'i53', 'iv43', 'iv', 'i', 'i', 'i', 'i', 'i53', 'i', 'i53', 'i', 'i', 'i42', 'i53', 'i', 'i53', 'i', 'i', 'i42', 'i53', 'i', 'iv43', 'iv', 'i', 'i53', 'i53', 'i', 'iv', 'i', 'i', 'i', 'i', 'i', 'i53', 'i', 'ii42', 'i7', 'i7', 'i', 'ii42', 'i7', 'i7', 'i', 'i', 'v', 'i', 'i', 'i', 'i', 'i7', 'i', 'i', 'i', '-VI65', 'i', 'i', 'i', 'i', 'i7', 'i7', 'vii', 'i', 'i', 'i7', 'i7', 'i7', 'i7', '#vi42', '-VI65', '#vi65', 'i', 'i', 'i', '-VII', 'i7', 'i', 'i', '-VII', 'i7', 'i7', 'ii42', 'i7', '-VII', 'i7', 'v65', 'i', 'ii42', 'iv43', '-VII', 'iv', 'iv', 'iv42', 'vii', 'i7', '-VI6', '-VI6', 'v', 'i7', '-VI6', '-VI6', 'vii', 'i', 'vi', 'iv43', 'vii', 'i7', 'vi', 'vii', 'iv', 'iv', 'iv', 'iv', 'iv', 'vii', 'vii', 'iv7', 'iv', 'iv', 'iv', 'iv', 'v53', 'iv', 'iv', 'iv', 'vi7', 'iv', '-VI53', 'iv', 'vi7', 'iv', '-VI53', '-VI53', '-VI6', 'ii', '-VI53', '-VI6', '-VI65', 'iv', 'iv', 'iv', '-VI65', 'ii42', 'iv', 'iv', '-VI65', 'iv', 'iv', 'iv', '-VI65', 'iv', 'iv', 'iv', '-VI65', 'iv', 'iv', 'iv', '-VI65', 'iv', '-VI6', 'vii', 'i', 'i', 'i']"
